CAMPUS,CAMPNAME,DISTRICT,DISTNAME,COUNTY,CNTYNAME,REGION,REGNNAME,CAMP_ALLD,CAMP_ALLR_GRAD,CAMP_HSD,CAMP_HSR_GRAD,CAMP_ECND,CAMP_ECNN_GRAD,CAMP_NECND,CAMP_NECNN_GRAD,REGION_TYPE,PREPATORY
101914005,Mayde Creek H S,101914,Katy ISD,101,Harris County,04,Houston,732,92,399,92,454,418,278,255,2,1
101914007,Cinco Ranch H S,101914,Katy ISD,101,Harris County,04,Houston,806,96,231,94,152,140,654,631,2,1
101914009,Morton Ranch H S,101914,Katy ISD,101,Harris County,04,Houston,639,92,363,92,391,362,248,225,2,1
101914010,Seven Lakes H S,101914,Katy ISD,101,Harris County,04,Houston,859,97,229,95,112,103,747,730,2,1
101914012,Tompkins H S,101914,Katy ISD,101,Harris County,04,Houston,888,98,232,98,89,85,799,782,2,1
101915001,Klein H S,101915,Klein ISD,101,Harris County,04,Houston,776,94,210,92,235,200,541,528,2,1
101915002,Klein Forest H S,101915,Klein ISD,101,Harris County,04,Houston,951,84,599,83,683,566,268,229,2,1
101915003,Klein Oak H S,101915,Klein ISD,101,Harris County,04,Houston,899,95,306,92,276,248,623,604,2,1
101915004,Klein Collins H S,101915,Klein ISD,101,Harris County,04,Houston,876,94,320,91,310,277,566,544,2,1
101916001,La Porte H S,101916,La Porte ISD,101,Harris County,04,Houston,444,94,219,95,155,146,289,269,2,1
101916002,The Academy Of Viola Dewalt H S,101916,La Porte ISD,101,Harris County,04,Houston,79,91,29,90,37,32,42,40,2,1
101917001,Pasadena High School,101917,Pasadena ISD,101,Harris County,04,Houston,590,85,559,86,474,394,116,106,2,1
101917002,Sam Rayburn H S,101917,Pasadena ISD,101,Harris County,04,Houston,594,90,543,91,477,421,117,115,2,1
101917003,South Houston High School,101917,Pasadena ISD,101,Harris County,04,Houston,586,87,521,88,467,403,119,108,2,1
101917004,Dobie H S,101917,Pasadena ISD,101,Harris County,04,Houston,1000,89,655,88,679,594,321,292,2,1
101917013,Pasadena Memorial H S,101917,Pasadena ISD,101,Harris County,04,Houston,822,89,680,90,536,466,286,268,2,1
101919001,Spring H S,101919,Spring ISD,101,Harris County,04,Houston,699,89,309,91,430,392,269,230,2,1
101919002,Westfield H S,101919,Spring ISD,101,Harris County,04,Houston,670,80,327,78,537,455,133,78,2,1
101919003,Andy Dekaney H S,101919,Spring ISD,101,Harris County,04,Houston,548,75,260,72,414,329,134,83,2,1
101919021,Spring Early College Academy,101919,Spring ISD,101,Harris County,04,Houston,95,99,48,100,70,69,25,25,2,1
101920001,Memorial H S,101920,Spring Branch ISD,101,Harris County,04,Houston,666,95,133,89,76,67,590,568,2,1
101920003,Spring Woods H S,101920,Spring Branch ISD,101,Harris County,04,Houston,491,87,412,86,420,372,71,54,2,1
101920005,Northbrook H S,101920,Spring Branch ISD,101,Harris County,04,Houston,624,83,568,84,573,483,51,34,2,1
101920006,Stratford H S,101920,Spring Branch ISD,101,Harris County,04,Houston,537,91,140,84,170,143,367,346,2,1
101920014,Westchester Academy For Internatio,101920,Spring Branch ISD,101,Harris County,04,Houston,129,98,87,98,75,72,54,54,2,1
101921001,Tomball H S,101921,Tomball ISD,101,Harris County,04,Houston,509,97,175,96,111,106,398,388,2,1
101921002,Tomball Memorial H S,101921,Tomball ISD,101,Harris County,04,Houston,588,98,147,96,110,107,478,471,2,1
101924001,C E King H S,101924,Sheldon ISD,101,Harris County,04,Houston,546,93,363,93,423,395,123,112,2,1
101924012,Kase Academy,101924,Sheldon ISD,101,Harris County,04,Houston,135,86,82,88,110,94,25,22,2,1
101925001,Hargrave H S,101925,Huffman ISD,101,Harris County,04,Houston,268,96,57,93,91,87,177,170,2,1
102902001,Marshall H S,102902,Marshall ISD,102,Harrison County,07,Kilgore,288,88,105,90,178,158,110,94,1,1
102903002,Waskom H S,102903,Waskom ISD,102,Harrison County,07,Kilgore,73,90,19,90,37,34,36,32,1,1
102904002,Hallsville H S,102904,Hallsville ISD,102,Harrison County,07,Kilgore,335,98,63,97,104,101,231,227,1,1
102905001,Harleton H S,102905,Harleton ISD,102,Harrison County,07,Kilgore,54,98,6,100,17,17,37,36,1,1
102906001,Elysian Fields H S,102906,Elysian Fields ISD,102,Harrison County,07,Kilgore,61,98,0,0,29,28,32,32,1,1
103901001,Channing School,103901,Channing ISD,103,Hartley County,16,Amarillo,7,100,0,0,0,0,0,0,1,1
103902001,Hartley School,103902,Hartley ISD,103,Hartley County,16,Amarillo,15,100,6,100,8,8,7,7,1,1
104901001,Haskell H S,104901,Haskell CISD,104,Haskell County,14,Abilene,39,97,13,92,21,21,18,17,1,1
104903001,Rule School,104903,Rule ISD,104,Haskell County,14,Abilene,10,100,6,100,0,0,0,0,1,1
104907001,Paint Creek School,104907,Paint Creek ISD,104,Haskell County,14,Abilene,0,0,0,0,0,0,0,0,1,1
105801001,Katherine Anne Porter School,105801,Katherine Anne Porter School,105,Hays County,13,Austin,29,72,0,56,14,8,15,13,2,1
105803001,Ki Charter Academy,105803,Ki Charter Academy,105,Hays County,13,Austin,7,29,0,0,0,0,0,0,2,1
105902001,San Marcos H S,105902,San Marcos CISD,105,Hays County,13,Austin,559,81,398,80,380,290,179,165,2,1
105904001,Dripping Springs H S,105904,Dripping Springs ISD,105,Hays County,13,Austin,492,98,91,92,32,28,460,452,2,1
105905001,Wimberley H S,105905,Wimberley ISD,105,Hays County,13,Austin,167,99,35,100,29,29,138,137,2,1
105906001,Jack C Hays H S,105906,Hays CISD,105,Hays County,13,Austin,682,92,404,91,247,222,435,405,2,1
105906004,Live Oak Academy,105906,Hays CISD,105,Hays County,13,Austin,249,86,168,83,134,109,115,104,2,1
105906005,Lehman H S,105906,Hays CISD,105,Hays County,13,Austin,524,90,389,88,307,283,217,188,2,1
106901001,Canadian H S,106901,Canadian ISD,106,Hemphill County,16,Amarillo,70,100,32,100,29,29,41,41,1,1
107901001,Athens H S,107901,Athens ISD,107,Henderson County,10,Richardson,219,94,105,98,149,139,70,67,1,1
107902001,Brownsboro H S,107902,Brownsboro ISD,107,Henderson County,07,Kilgore,161,93,22,91,74,65,87,85,1,1
107904001,Cross Roads H S,107904,Cross Roads ISD,107,Henderson County,07,Kilgore,40,98,0,0,17,17,23,22,1,1
107905001,Eustace H S,107905,Eustace ISD,107,Henderson County,07,Kilgore,112,98,13,92,78,77,34,33,1,1
107906001,Malakoff H S,107906,Malakoff ISD,107,Henderson County,07,Kilgore,85,100,11,100,58,58,27,27,1,1
107907001,Trinidad School,107907,Trinidad ISD,107,Henderson County,07,Kilgore,11,100,0,NA,0,0,0,0,1,1
107910001,Lapoynor H S,107910,Lapoynor ISD,107,Henderson County,07,Kilgore,33,100,0,0,15,15,18,18,1,1
108804001,Triumph Public Hish Schools-Merced,108804,Triumph Public High Schools-Rio Gr,108,Hidalgo County,01,Edinburg,58,62,58,62,53,33,5,3,1,1
108804002,Triumph Public High Schools-McAlle,108804,Triumph Public High Schools-Rio Gr,108,Hidalgo County,01,Edinburg,71,72,71,72,66,50,5,1,1,1
108804003,Triumph Public High Schools-San Be,108804,Triumph Public High Schools-Rio Gr,108,Hidalgo County,01,Edinburg,73,66,0,65,66,43,7,5,1,1
108807001,Idea College Prep,108807,Idea Public Schools,108,Hidalgo County,01,Edinburg,58,97,0,96,0,0,0,0,1,2
108807002,Idea Quest College Preparatory,108807,Idea Public Schools,108,Hidalgo County,01,Edinburg,77,97,72,97,72,70,5,5,1,2
108807003,Idea Frontier College Preparatory,108807,Idea Public Schools,108,Hidalgo County,01,Edinburg,87,100,85,100,80,80,7,7,1,2
108807004,Idea College Preparatory Mission,108807,Idea Public Schools,108,Hidalgo County,01,Edinburg,94,98,94,98,88,87,6,5,1,2
108807005,Idea College Preparatory San Benit,108807,Idea Public Schools,108,Hidalgo County,01,Edinburg,72,99,65,99,42,41,30,30,1,2
108807006,Idea College Preparatory San Juan,108807,Idea Public Schools,108,Hidalgo County,01,Edinburg,68,100,0,100,61,61,7,7,1,2
108807007,Idea College Preparatory Alamo,108807,Idea Public Schools,108,Hidalgo County,01,Edinburg,79,100,79,100,72,72,7,7,1,2
108807008,Idea College Preparatory Pharr,108807,Idea Public Schools,108,Hidalgo County,01,Edinburg,76,100,0,100,71,71,5,5,1,2
108807009,Idea Edinburg College Preparatory,108807,Idea Public Schools,108,Hidalgo County,01,Edinburg,76,97,70,97,69,67,7,7,1,2
108807010,Idea College Prep Weslaco,108807,Idea Public Schools,108,Hidalgo County,01,Edinburg,81,100,0,100,0,0,0,0,1,2
108807018,Idea Toros College Preparatory,108807,Idea Public Schools,108,Hidalgo County,01,Edinburg,24,96,24,96,18,17,6,6,1,2
108808101,Vanguard Rembrandt,108808,Vanguard Academy,108,Hidalgo County,01,Edinburg,106,99,106,99,85,85,21,20,1,1
108902001,Donna H S,108902,Donna ISD,108,Hidalgo County,01,Edinburg,482,93,477,93,441,409,41,39,1,1
108902006,3D Academy,108902,Donna ISD,108,Hidalgo County,01,Edinburg,132,55,0,54,0,0,0,0,1,1
108902007,Donna North H S,108902,Donna ISD,108,Hidalgo County,01,Edinburg,490,95,0,95,466,442,24,22,1,1
108903001,Edcouch-Elsa H S,108903,Edcouch-Elsa ISD,108,Hidalgo County,01,Edinburg,352,91,0,91,352,321,0,0,1,1
108903004,Edcouch-Elsa H S Academy,108903,Edcouch-Elsa ISD,108,Hidalgo County,01,Edinburg,52,79,52,79,52,41,0,0,1,1
108904001,Edinburg H S,108904,Edinburg CISD,108,Hidalgo County,01,Edinburg,638,90,633,90,570,512,68,64,1,1
108904002,Economedes H S,108904,Edinburg CISD,108,Hidalgo County,01,Edinburg,636,92,628,92,603,557,33,30,1,1
108904003,Edinburg North H S,108904,Edinburg CISD,108,Hidalgo County,01,Edinburg,691,92,679,92,606,554,85,80,1,1
108904006,Robert R Vela H S,108904,Edinburg CISD,108,Hidalgo County,01,Edinburg,550,94,522,94,390,359,160,158,1,1
108904040,Juvenile Detention Ctr,108904,Edinburg CISD,108,Hidalgo County,01,Edinburg,0,0,0,0,0,0,0,0,1,1
108905001,Hidalgo Early College H S,108905,Hidalgo ISD,108,Hidalgo County,01,Edinburg,255,90,255,90,219,195,36,35,1,1
108906001,McAllen H S,108906,McAllen ISD,108,Hidalgo County,01,Edinburg,527,95,494,95,329,307,198,194,1,1
108906002,Memorial H S,108906,McAllen ISD,108,Hidalgo County,01,Edinburg,509,94,470,94,318,292,191,188,1,1
108906006,Rowe H S,108906,McAllen ISD,108,Hidalgo County,01,Edinburg,456,98,438,98,316,307,140,139,1,1
108906007,Lamar Academy,108906,McAllen ISD,108,Hidalgo County,01,Edinburg,126,95,123,95,100,95,26,25,1,1
108906011,Achieve Early College H S,108906,McAllen ISD,108,Hidalgo County,01,Edinburg,89,100,0,100,64,64,25,25,1,1
108907001,Mercedes H S,108907,Mercedes ISD,108,Hidalgo County,01,Edinburg,216,94,0,93,181,167,35,35,1,1
108907002,Mercedes Academic Academy,108907,Mercedes ISD,108,Hidalgo County,01,Edinburg,51,82,51,82,0,0,0,0,1,1
108907006,Mercedes Early College Academy,108907,Mercedes ISD,108,Hidalgo County,01,Edinburg,96,100,0,100,69,69,27,27,1,1
108908001,Mission H S,108908,Mission CISD,108,Hidalgo County,01,Edinburg,520,91,517,91,433,393,87,81,1,1
108908002,Veterans Memorial H S,108908,Mission CISD,108,Hidalgo County,01,Edinburg,471,94,462,94,351,322,120,119,1,1
108908004,Mission Collegiate H S,108908,Mission CISD,108,Hidalgo County,01,Edinburg,97,100,97,100,78,78,19,19,1,1
108908039,Roosevelt Alternative School,108908,Mission CISD,108,Hidalgo County,01,Edinburg,0,0,0,0,0,0,0,0,1,1
108909001,Psja Early College H S,108909,Pharr-San Juan-Alamo ISD,108,Hidalgo County,01,Edinburg,534,98,527,98,503,494,31,31,1,1
108909002,Psja Memorial Early College H S,108909,Pharr-San Juan-Alamo ISD,108,Hidalgo County,01,Edinburg,431,99,0,99,419,416,12,12,1,1
108909003,Psja North Early College H S,108909,Pharr-San Juan-Alamo ISD,108,Hidalgo County,01,Edinburg,508,99,504,99,452,448,56,56,1,1
108909005,Psja Sonia M Sotomayor H S,108909,Pharr-San Juan-Alamo ISD,108,Hidalgo County,01,Edinburg,50,70,0,71,50,35,0,0,1,1
108909006,Elvis J Ballew H S,108909,Pharr-San Juan-Alamo ISD,108,Hidalgo County,01,Edinburg,120,60,0,61,0,0,0,0,1,1
108909007,Psja Southwest Early College H S,108909,Pharr-San Juan-Alamo ISD,108,Hidalgo County,01,Edinburg,432,99,0,99,427,422,5,5,1,1
108909009,Psja Thomas Jefferson T-Stem Early,108909,Pharr-San Juan-Alamo ISD,108,Hidalgo County,01,Edinburg,201,100,198,100,188,188,13,13,1,1
108910001,Progreso H S,108910,Progreso ISD,108,Hidalgo County,01,Edinburg,134,89,0,89,134,119,0,0,1,1
108911001,Sharyland H S,108911,Sharyland ISD,108,Hidalgo County,01,Edinburg,390,99,364,99,217,215,173,170,1,1
108911007,Sharyland Pioneer H S,108911,Sharyland ISD,108,Hidalgo County,01,Edinburg,409,96,385,96,271,260,138,133,1,1
108911008,Sharyland Advanced Academic Academ,108911,Sharyland ISD,108,Hidalgo County,01,Edinburg,85,100,0,100,59,59,26,26,1,1
108912001,La Joya H S,108912,La Joya ISD,108,Hidalgo County,01,Edinburg,724,88,0,88,665,581,59,54,1,1
108912004,Juarez-Lincoln H S,108912,La Joya ISD,108,Hidalgo County,01,Edinburg,665,86,665,86,650,561,15,13,1,1
108912007,La Joya Palmview H S,108912,La Joya ISD,108,Hidalgo County,01,Edinburg,556,89,0,89,493,435,63,59,1,1
108912008,Jimmy Carter Early College H S,108912,La Joya ISD,108,Hidalgo County,01,Edinburg,72,100,72,100,0,0,0,0,1,1
108912010,Thelma Rosa Salinas Stem Early Col,108912,La Joya ISD,108,Hidalgo County,01,Edinburg,79,100,79,100,71,71,8,8,1,1
108913001,Weslaco H S,108913,Weslaco ISD,108,Hidalgo County,01,Edinburg,624,92,612,92,458,413,166,162,1,1
108913003,South Palm Gardens H S,108913,Weslaco ISD,108,Hidalgo County,01,Edinburg,143,92,139,92,134,124,9,8,1,1
108913006,Weslaco East H S,108913,Weslaco ISD,108,Hidalgo County,01,Edinburg,499,91,495,91,445,402,54,50,1,1
108913009,Weslaco 21st Century Cte Early Col,108913,Weslaco ISD,108,Hidalgo County,01,Edinburg,39,97,39,97,0,0,0,0,1,1
108914001,La Villa Early College H S,108914,La Villa ISD,108,Hidalgo County,01,Edinburg,39,97,0,100,32,31,7,7,1,1
108915001,Monte Alto H S,108915,Monte Alto ISD,108,Hidalgo County,01,Edinburg,62,98,62,98,0,0,0,0,1,1
108916001,Valley View H S,108916,Valley View ISD,108,Hidalgo County,01,Edinburg,346,97,346,97,325,314,21,20,1,1
109901001,Abbott School,109901,Abbott ISD,109,Hill County,12,Waco,27,100,0,0,6,6,21,21,1,1
109902001,Bynum School,109902,Bynum ISD,109,Hill County,12,Waco,16,100,0,0,10,10,6,6,1,1
109903001,Covington School,109903,Covington ISD,109,Hill County,12,Waco,23,100,0,100,15,15,8,8,1,1
109904001,Hillsboro H S,109904,Hillsboro ISD,109,Hill County,12,Waco,122,98,76,96,75,73,47,46,1,1
109905001,Hubbard H S,109905,Hubbard ISD,109,Hill County,12,Waco,32,94,0,0,15,13,17,17,1,1
109907001,Itasca H S,109907,Itasca ISD,109,Hill County,12,Waco,47,94,17,88,24,22,23,22,1,1
109911001,Whitney H S,109911,Whitney ISD,109,Hill County,12,Waco,127,96,20,90,75,70,52,52,1,1
109912001,Aquilla School,109912,Aquilla ISD,109,Hill County,12,Waco,22,100,0,0,11,11,11,11,1,1
109913001,Blum ISD,109913,Blum ISD,109,Hill County,12,Waco,22,100,6,100,13,13,9,9,1,1
109914001,Penelope School,109914,Penelope ISD,109,Hill County,12,Waco,14,100,5,100,0,0,0,0,1,1
110901001,Anton School,110901,Anton ISD,110,Hockley County,17,Lubbock,9,100,6,100,0,0,0,0,1,1
110902001,Levelland H S,110902,Levelland ISD,110,Hockley County,17,Lubbock,150,94,100,94,83,75,67,66,1,1
110905001,Ropes School,110905,Ropes ISD,110,Hockley County,17,Lubbock,34,97,10,100,12,12,22,21,1,1
110906001,Smyer Schools,110906,Smyer ISD,110,Hockley County,17,Lubbock,32,97,0,92,12,11,20,20,1,1
110907001,Sundown H S,110907,Sundown ISD,110,Hockley County,17,Lubbock,49,100,28,100,14,14,35,35,1,1
110908001,Whitharral School,110908,Whitharral ISD,110,Hockley County,17,Lubbock,11,100,5,100,6,6,5,5,1,1
111901001,Granbury H S,111901,Granbury ISD,111,Hood County,11,Fort Worth,428,95,112,93,162,145,266,262,2,1
111901002,Stars Accelerated H S,111901,Granbury ISD,111,Hood County,11,Fort Worth,64,91,8,75,41,37,23,21,2,1
111902003,Lipan H S,111902,Lipan ISD,111,Hood County,11,Fort Worth,30,97,0,0,13,12,17,17,2,1
111903001,Tolar H S,111903,Tolar ISD,111,Hood County,11,Fort Worth,56,98,0,0,14,14,42,41,2,1
112901002,Sulphur Springs H S,112901,Sulphur Springs ISD,112,Hopkins County,08,Mt Pleasant,319,90,81,89,161,139,158,148,1,1
112905001,Cumby H S,112905,Cumby ISD,112,Hopkins County,08,Mt Pleasant,25,96,0,0,15,14,10,10,1,1
112906001,North Hopkins H S,112906,North Hopkins ISD,112,Hopkins County,08,Mt Pleasant,36,97,8,100,18,17,18,18,1,1
112907001,Miller Grove School,112907,Miller Grove ISD,112,Hopkins County,08,Mt Pleasant,19,100,0,100,10,10,9,9,1,1
112908001,Como-Pickton School,112908,Como-Pickton CISD,112,Hopkins County,08,Mt Pleasant,50,98,19,100,32,32,18,17,1,1
112909001,Saltillo School,112909,Saltillo ISD,112,Hopkins County,08,Mt Pleasant,14,100,0,0,8,8,6,6,1,1
112910001,Sulphur Bluff ISD,112910,Sulphur Bluff ISD,112,Hopkins County,08,Mt Pleasant,18,89,0,0,9,8,9,8,1,1
113901002,Crockett H S,113901,Crockett ISD,113,Houston County,06,Huntsville,83,96,20,95,66,63,17,17,1,1
113902002,Grapeland H S,113902,Grapeland ISD,113,Houston County,06,Huntsville,46,98,0,0,22,21,24,24,1,1
113903002,Lovelady J H H S,113903,Lovelady ISD,113,Houston County,06,Huntsville,40,98,0,0,11,10,29,29,1,1
113905001,Latexo H S,113905,Latexo ISD,113,Houston County,06,Huntsville,26,96,0,0,10,9,16,16,1,1
114901001,Big Spring H S,114901,Big Spring ISD,114,Howard County,18,Midland,294,80,185,79,150,109,144,126,1,1
114902001,Coahoma H S,114902,Coahoma ISD,114,Howard County,18,Midland,60,98,11,100,26,25,34,34,1,1
114904001,Forsan H S,114904,Forsan ISD,114,Howard County,18,Midland,46,100,10,100,10,10,36,36,1,1
115901004,Fort Hancock H S,115901,Ft Hancock ISD,115,Hudspeth County,19,El Paso,24,100,24,100,0,0,0,0,1,1
115902001,Sierra Blanca School,115902,Sierra Blanca ISD,115,Hudspeth County,19,El Paso,8,100,0,100,0,0,0,0,1,1
115903001,Dell City School,115903,Dell City ISD,115,Hudspeth County,19,El Paso,7,100,0,0,7,7,0,0,1,1
116901001,Caddo Mills H S,116901,Caddo Mills ISD,116,Hunt County,10,Richardson,124,98,20,100,28,28,96,93,1,1
116902001,Celeste H S,116902,Celeste ISD,116,Hunt County,10,Richardson,45,100,0,100,22,22,23,23,1,1
116903001,Commerce H S,116903,Commerce ISD,116,Hunt County,10,Richardson,112,94,27,96,52,47,60,58,1,1
116905001,New Horizons Learning Center,116905,Greenville ISD,116,Hunt County,10,Richardson,56,86,24,88,41,35,15,13,1,1
116905002,Greenville H S,116905,Greenville ISD,116,Hunt County,10,Richardson,329,98,135,99,197,191,132,131,1,1
116906001,Lone Oak H S,116906,Lone Oak ISD,116,Hunt County,10,Richardson,74,96,8,88,29,27,45,44,1,1
116908001,Wh Ford H S,116908,Quinlan ISD,116,Hunt County,10,Richardson,196,95,60,97,107,102,89,84,1,1
116909001,Wolfe City H S,116909,Wolfe City ISD,116,Hunt County,10,Richardson,44,100,9,100,22,22,22,22,1,1
116910001,Campbell H S,116910,Campbell ISD,116,Hunt County,10,Richardson,20,100,5,100,0,0,0,0,1,1
116915001,Bland H S,116915,Bland ISD,116,Hunt County,10,Richardson,46,100,18,100,14,14,32,32,1,1
116916001,Boles H S,116916,Boles ISD,116,Hunt County,10,Richardson,49,100,6,100,16,16,33,33,1,1
117901001,Borger H S,117901,Borger ISD,117,Hutchinson County,16,Amarillo,179,95,77,95,77,73,102,97,1,1
117903001,Sanford-Fritch H S,117903,Sanford-Fritch ISD,117,Hutchinson County,16,Amarillo,54,94,0,0,15,13,39,38,1,1
117904001,West Texas H S,117904,Plemons-Stinnett-Phillips CISD,117,Hutchinson County,16,Amarillo,62,100,17,100,20,20,42,42,1,1
118902001,Irion H S,118902,Irion County ISD,118,Irion County,15,San Angelo,23,100,0,0,7,7,16,16,1,1
119901001,Bryson School,119901,Bryson ISD,119,Jack County,09,Wichita Falls,16,94,0,NA,9,8,7,7,1,1
119902001,Jacksboro H S,119902,Jacksboro ISD,119,Jack County,09,Wichita Falls,72,99,16,100,43,42,29,29,1,1
119903001,Perrin H S,119903,Perrin-Whitt CISD,119,Jack County,09,Wichita Falls,16,94,0,0,0,0,0,0,1,1
120901001,Edna H S,120901,Edna ISD,120,Jackson County,03,Victoria,95,100,28,100,52,52,43,43,1,1
120901004,Edna Alternative,120901,Edna ISD,120,Jackson County,03,Victoria,32,97,16,100,23,22,9,9,1,1
120902001,Ganado H S,120902,Ganado ISD,120,Jackson County,03,Victoria,60,90,35,86,26,23,34,31,1,1
120905001,Industrial H S,120905,Industrial ISD,120,Jackson County,03,Victoria,78,97,14,100,28,27,50,49,1,1
121902001,Brookeland H S,121902,Brookeland ISD,121,Jasper County,05,Beaumont,29,93,0,0,16,14,13,13,1,1
121903001,Buna H S,121903,Buna ISD,121,Jasper County,05,Beaumont,109,94,6,83,37,32,72,70,1,1
121904001,Jasper H S,121904,Jasper ISD,121,Jasper County,05,Beaumont,161,92,21,91,113,103,48,45,1,1
121905001,Kirbyville H S,121905,Kirbyville CISD,121,Jasper County,05,Beaumont,96,95,5,100,62,57,34,34,1,1
